Sequence:1 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.6e-30 | Cond.E-value:4.2e-34 | Bit score:104.8
Sequence:602 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-25 | Cond.E-value:1.6e-29 | Bit score:90.0
Sequence:603 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.1e-26 | Cond.E-value:1.6e-30 | Bit score:91.7
Sequence:604 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-26 | Cond.E-value:2.1e-30 | Bit score:91.3
Sequence:605 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.7e-26 | Cond.E-value:1e-30 | Bit score:92.3
Sequence:606 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.4e-26 | Cond.E-value:2.9e-30 | Bit score:90.9
Sequence:607 | Start:4 | End:150 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.5e-24 | Cond.E-value:3.5e-28 | Bit score:85.1
Sequence:608 | Start:6 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.7e-24 | Cond.E-value:1.5e-28 | Bit score:85.4
Sequence:609 | Start:11 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-41 | Cond.E-value:1.8e-45 | Bit score:142.0
Sequence:610 | Start:20 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8e-41 | Cond.E-value:6.3e-45 | Bit score:139.3
Sequence:611 | Start:39 | End:169 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.8e-37 | Cond.E-value:1.1e-41 | Bit score:127.8
Sequence:612 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-19 | Cond.E-value:1.7e-23 | Bit score:70.9
Sequence:613 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-25 | Cond.E-value:8.6e-30 | Bit score:90.3
Sequence:614 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:615 | Start:13 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.4e-21 | Cond.E-value:5.3e-26 | Bit score:77.1
Sequence:616 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-24 | Cond.E-value:5e-29 | Bit score:86.9
Sequence:617 | Start:23 | End:120 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-22 | Cond.E-value:6.8e-27 | Bit score:80.0
Sequence:618 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.5e-41 | Cond.E-value:5.1e-45 | Bit score:139.6
Sequence:619 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.7e-41 | Cond.E-value:3e-45 | Bit score:139.3
Sequence:620 | Start:17 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-41 | Cond.E-value:8.5e-46 | Bit score:141.1
Sequence:621 | Start:7 | End:132 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.9e-41 | Cond.E-value:3e-45 | Bit score:141.3
Sequence:622 | Start:2 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.8e-42 | Cond.E-value:7.7e-46 | Bit score:142.2
Sequence:623 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-42 | Cond.E-value:3.5e-46 | Bit score:144.3
Sequence:624 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-38 | Cond.E-value:2.2e-42 | Bit score:130.1
Sequence:625 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-39 | Cond.E-value:8.1e-44 | Bit score:135.7
Sequence:626 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.1e-40 | Cond.E-value:2e-44 | Bit score:136.7
Sequence:627 | Start:8 | End:96 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-12 | Cond.E-value:1.2e-16 | Bit score:48.4
Sequence:628 | Start:7 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.3e-40 | Cond.E-value:4.9e-44 | Bit score:136.4
Sequence:629 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-41 | Cond.E-value:8.4e-46 | Bit score:142.1
Sequence:630 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.4e-31 | Cond.E-value:2.5e-35 | Bit score:107.2
Sequence:631 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.4e-31 | Cond.E-value:2.5e-35 | Bit score:107.2
Sequence:632 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.4e-31 | Cond.E-value:2.5e-35 | Bit score:107.2
Sequence:633 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:634 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:635 | Start:12 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.3e-43 | Cond.E-value:4.1e-47 | Bit score:146.3
Sequence:636 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.9e-26 | Cond.E-value:6.8e-30 | Bit score:92.2
Sequence:637 | Start:13 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.5e-28 | Cond.E-value:6e-33 | Bit score:99.6
Sequence:638 | Start:30 | End:152 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-28 | Cond.E-value:7.1e-33 | Bit score:99.3
Sequence:639 | Start:30 | End:131 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.3e-22 | Cond.E-value:3.2e-26 | Bit score:77.8
Sequence:640 | Start:5 | End:87 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-07 | Cond.E-value:4.2e-12 | Bit score:32.2
Sequence:641 | Start:11 | End:129 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.3e-31 | Cond.E-value:7.3e-35 | Bit score:106.7
Sequence:642 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-31 | Cond.E-value:1.7e-35 | Bit score:107.8
Sequence:643 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.2e-31 | Cond.E-value:3.2e-35 | Bit score:106.9
Sequence:644 | Start:5 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-31 | Cond.E-value:3.3e-35 | Bit score:106.9
Sequence:645 | Start:4 | End:141 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.4e-33 | Cond.E-value:5.8e-37 | Bit score:113.5
Sequence:646 | Start:4 | End:130 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.1e-27 | Cond.E-value:2.5e-31 | Bit score:95.9
Sequence:647 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-38 | Cond.E-value:2e-42 | Bit score:131.1
Sequence:648 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.5e-42 | Cond.E-value:1.8e-46 | Bit score:143.3
Sequence:649 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.5e-41 | Cond.E-value:3.5e-45 | Bit score:140.1
Sequence:650 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.1e-42 | Cond.E-value:2e-46 | Bit score:143.1
Sequence:651 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.1e-38 | Cond.E-value:4e-42 | Bit score:130.2
Sequence:652 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-38 | Cond.E-value:2e-42 | Bit score:131.1
Sequence:653 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-41 | Cond.E-value:8.4e-46 | Bit score:142.1
Sequence:654 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.5e-42 | Cond.E-value:1.8e-46 | Bit score:143.3
Sequence:655 | Start:11 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.6e-38 | Cond.E-value:2e-42 | Bit score:131.1
Sequence:656 | Start:24 | End:154 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.9e-41 | Cond.E-value:5.4e-45 | Bit score:139.5
Sequence:657 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.5e-42 | Cond.E-value:1.8e-46 | Bit score:143.3
Sequence:658 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-40 | Cond.E-value:2.6e-44 | Bit score:137.3
Sequence:659 | Start:9 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.1e-40 | Cond.E-value:4e-44 | Bit score:136.7
Sequence:660 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-42 | Cond.E-value:5.4e-46 | Bit score:142.7
Sequence:661 | Start:15 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-40 | Cond.E-value:2.6e-44 | Bit score:138.2
Sequence:662 | Start:2 | End:128 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.7e-43 | Cond.E-value:9e-47 | Bit score:145.8
Sequence:663 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-42 | Cond.E-value:3.3e-46 | Bit score:142.4
Sequence:664 | Start:7 | End:139 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-37 | Cond.E-value:3.5e-41 | Bit score:127.7
Sequence:665 | Start:14 | End:96 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-20 | Cond.E-value:2e-24 | Bit score:73.0
Sequence:666 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-37 | Cond.E-value:2.9e-41 | Bit score:127.4
Sequence:667 | Start:41 | End:115 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.3e-21 | Cond.E-value:4.2e-25 | Bit score:75.2
Sequence:668 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-37 | Cond.E-value:2.9e-41 | Bit score:127.4
Sequence:669 | Start:12 | End:121 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-31 | Cond.E-value:3e-35 | Bit score:108.0
Sequence:670 | Start:4 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-29 | Cond.E-value:6.4e-33 | Bit score:101.0
Sequence:671 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-31 | Cond.E-value:7.1e-36 | Bit score:109.0
Sequence:672 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-31 | Cond.E-value:7.1e-36 | Bit score:109.0
Sequence:673 | Start:7 | End:102 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:9.2e-25 | Cond.E-value:3.6e-29 | Bit score:87.3
Sequence:674 | Start:7 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.6e-40 | Cond.E-value:1.8e-44 | Bit score:136.8
Sequence:675 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-43 | Cond.E-value:4.2e-47 | Bit score:146.3
Sequence:676 | Start:7 | End:136 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-40 | Cond.E-value:1.2e-44 | Bit score:137.4
Sequence:677 | Start:24 | End:154 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.5e-41 | Cond.E-value:2.9e-45 | Bit score:139.4
Sequence:678 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-28 | Cond.E-value:2.2e-32 | Bit score:97.7
Sequence:679 | Start:4 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.6e-28 | Cond.E-value:2.2e-32 | Bit score:97.7
Sequence:680 | Start:21 | End:110 | ID:PF04749.23 | Description:PLAC8 family | E-value:1.1e-16 | Cond.E-value:4.5e-21 | Bit score:62.0
Sequence:681 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.7e-41 | Cond.E-value:1.4e-45 | Bit score:141.4
Sequence:682 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-27 | Cond.E-value:1.2e-30 | Bit score:94.4
Sequence:683 | Start:4 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.9e-23 | Cond.E-value:1.4e-26 | Bit score:80.9
Sequence:684 | Start:3 | End:113 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-23 | Cond.E-value:1.7e-27 | Bit score:83.9
Sequence:685 | Start:5 | End:107 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-15 | Cond.E-value:1.5e-19 | Bit score:56.3
Sequence:686 | Start:5 | End:132 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-28 | Cond.E-value:4.7e-32 | Bit score:98.6
Sequence:687 | Start:4 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.9e-31 | Cond.E-value:7.7e-35 | Bit score:107.6
Sequence:688 | Start:32 | End:163 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.1e-30 | Cond.E-value:1.6e-34 | Bit score:104.6
Sequence:689 | Start:5 | End:132 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-28 | Cond.E-value:4.7e-32 | Bit score:98.6
Sequence:690 | Start:4 | End:134 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.5e-31 | Cond.E-value:4.3e-35 | Bit score:107.5
Sequence:691 | Start:5 | End:126 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.7e-21 | Cond.E-value:5.2e-25 | Bit score:74.9
Sequence:692 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-26 | Cond.E-value:8.1e-31 | Bit score:93.7
Sequence:693 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.4e-26 | Cond.E-value:9.4e-31 | Bit score:92.5
Sequence:694 | Start:4 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.4e-21 | Cond.E-value:3.3e-25 | Bit score:74.5
Sequence:695 | Start:10 | End:150 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.6e-20 | Cond.E-value:2.6e-24 | Bit score:71.6
Sequence:696 | Start:7 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.2e-20 | Cond.E-value:2.4e-24 | Bit score:71.7
Sequence:697 | Start:7 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.2e-20 | Cond.E-value:2.4e-24 | Bit score:71.7
Sequence:698 | Start:10 | End:150 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.3e-20 | Cond.E-value:9.1e-25 | Bit score:73.1
Sequence:699 | Start:7 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-20 | Cond.E-value:8.5e-25 | Bit score:73.2
Sequence:700 | Start:7 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.2e-20 | Cond.E-value:8.5e-25 | Bit score:73.2
Sequence:701 | Start:5 | End:140 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-21 | Cond.E-value:2.4e-25 | Bit score:75.0
Sequence:702 | Start:37 | End:171 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-24 | Cond.E-value:1.5e-28 | Bit score:86.3
Sequence:703 | Start:4 | End:150 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.6e-28 | Cond.E-value:1.8e-32 | Bit score:98.0
Sequence:704 | Start:5 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7e-25 | Cond.E-value:2.8e-29 | Bit score:87.7
Sequence:705 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-25 | Cond.E-value:4.8e-30 | Bit score:90.2
Sequence:706 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-25 | Cond.E-value:1.2e-29 | Bit score:90.4
Sequence:707 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-24 | Cond.E-value:7.9e-29 | Bit score:87.2
Sequence:708 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-24 | Cond.E-value:7.9e-29 | Bit score:87.2
Sequence:709 | Start:31 | End:175 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.6e-25 | Cond.E-value:2.6e-29 | Bit score:87.8
Sequence:710 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-26 | Cond.E-value:2e-30 | Bit score:93.7
Sequence:711 | Start:13 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1e-40 | Cond.E-value:8e-45 | Bit score:138.9
Sequence:712 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.1e-18 | Cond.E-value:1.7e-22 | Bit score:66.8
Sequence:713 | Start:4 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.3e-20 | Cond.E-value:5.1e-25 | Bit score:73.9
Sequence:714 | Start:46 | End:179 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-20 | Cond.E-value:4.7e-25 | Bit score:74.0
Sequence:715 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.8e-41 | Cond.E-value:4.4e-45 | Bit score:140.3
Sequence:716 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-41 | Cond.E-value:7.1e-45 | Bit score:139.7
Sequence:717 | Start:5 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:4.2e-28 | Cond.E-value:3.3e-32 | Bit score:98.1
Sequence:718 | Start:5 | End:149 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-27 | Cond.E-value:1.2e-30 | Bit score:94.4
Sequence:719 | Start:16 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.9e-22 | Cond.E-value:1.1e-26 | Bit score:79.2
Sequence:720 | Start:6 | End:150 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3e-21 | Cond.E-value:3.5e-25 | Bit score:76.0
Sequence:721 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.8e-42 | Cond.E-value:4.5e-46 | Bit score:143.0
Sequence:722 | Start:13 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.7e-40 | Cond.E-value:1e-44 | Bit score:137.6
Sequence:723 | Start:13 | End:145 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-41 | Cond.E-value:1.9e-45 | Bit score:140.9
Sequence:725 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-42 | Cond.E-value:2.6e-46 | Bit score:143.7
Sequence:727 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.8e-42 | Cond.E-value:1.1e-46 | Bit score:144.0
Sequence:728 | Start:8 | End:162 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.1e-16 | Cond.E-value:1.6e-20 | Bit score:60.3
Sequence:729 | Start:4 | End:96 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.1e-13 | Cond.E-value:9.5e-17 | Bit score:48.7
Sequence:730 | Start:5 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2e-30 | Cond.E-value:7.8e-35 | Bit score:105.7
Sequence:731 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:732 | Start:4 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.6e-31 | Cond.E-value:3e-35 | Bit score:107.0
Sequence:733 | Start:5 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.1e-33 | Cond.E-value:4.4e-38 | Bit score:116.1
Sequence:734 | Start:18 | End:157 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.4e-14 | Cond.E-value:1.3e-18 | Bit score:53.2
Sequence:735 | Start:20 | End:164 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.1e-11 | Cond.E-value:8.3e-16 | Bit score:44.1
Sequence:736 | Start:18 | End:157 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.4e-14 | Cond.E-value:1.3e-18 | Bit score:53.2
Sequence:737 | Start:38 | End:169 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.8e-20 | Cond.E-value:7e-25 | Bit score:73.5
Sequence:738 | Start:38 | End:169 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:7.7e-21 | Cond.E-value:3e-25 | Bit score:74.7
Sequence:739 | Start:3 | End:144 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-25 | Cond.E-value:1.4e-29 | Bit score:90.2
Sequence:740 | Start:5 | End:147 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.6e-26 | Cond.E-value:6.4e-31 | Bit score:93.0
Sequence:741 | Start:4 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.9e-40 | Cond.E-value:4.6e-44 | Bit score:136.5
Sequence:742 | Start:4 | End:127 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6.7e-35 | Cond.E-value:2.6e-39 | Bit score:120.1
Sequence:743 | Start:5 | End:143 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.9e-16 | Cond.E-value:3e-20 | Bit score:59.5
Sequence:744 | Start:14 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.2e-42 | Cond.E-value:9.7e-46 | Bit score:142.5
Sequence:745 | Start:14 | End:146 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:8.2e-42 | Cond.E-value:9.7e-46 | Bit score:142.5
Sequence:746 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.3e-43 | Cond.E-value:3.9e-47 | Bit score:147.0
Sequence:747 | Start:56 | End:186 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.8e-39 | Cond.E-value:1.1e-43 | Bit score:134.3
Sequence:748 | Start:12 | End:142 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:6e-41 | Cond.E-value:7e-45 | Bit score:139.7
Sequence:749 | Start:61 | End:192 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:3.2e-40 | Cond.E-value:1.3e-44 | Bit score:137.3
Sequence:750 | Start:7 | End:135 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.3e-41 | Cond.E-value:2.6e-45 | Bit score:141.0
Sequence:751 | Start:7 | End:137 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:1.2e-43 | Cond.E-value:1.5e-47 | Bit score:148.3
Sequence:752 | Start:7 | End:138 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:2.5e-41 | Cond.E-value:1.9e-45 | Bit score:140.9
Sequence:753 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-26 | Cond.E-value:4.2e-30 | Bit score:91.3
Sequence:754 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-26 | Cond.E-value:4.2e-30 | Bit score:91.3
Sequence:755 | Start:4 | End:148 | ID:PF00241.26 | Description:Cofilin/tropomyosin-type actin-binding protein | E-value:5.4e-26 | Cond.E-value:4.2e-30 | Bit score:91.3
